source_file,line_number,labels,sha256,detectors
email_10.txt,40,SSN_STRICT,88967775619881400998b03517a6f644948e7cbb83710c335cea4e6d339c7a4a,SSN_STRICT
email_10.txt,42,EMAIL;PHONE,c22ca0c6d9df9b1960c4429756a2464072a4064cb8bed58374a84ef8af27f676,EMAIL;PHONE
email_10.txt,44,DOB;PHONE,9ba2a0d64efebb895ddf7f16a3dce058a9b89acdd40fe0a4fe11809f9f0f28de,PHONE;DOB
email_10.txt,46,PERSON,5169e8f2ad2330654b2c15f140200fdbacdae994831cbb6ee7734e1747fd8f06,NER_PERSON
email_10.txt,48,DOB;PERSON,83aa4413fc9cd7ae8962eaa95878f963800846f3e09cb7fa9159adf1c16e3252,DOB;NER_PERSON
email_10.txt,50,ADDRESS;DOB;PERSON;PHONE,944a568a464eadc07295de35ae1e1e790522d09d4cbfab817aa91cf7115e445e,PHONE;DOB;ADDRESS;NER_PERSON
email_10.txt,52,EMAIL;PERSON,4d95d615e3ff80c969c1d02bfd5e8e44c75ccc9126b72c1253cd322247a9b75b,EMAIL;NER_PERSON
email_10.txt,54,PHONE,dd618c3bd76ad4f00e85ed3cb6519b88284365cc8f66a84b86791c46775fa9b8,PHONE
email_10.txt,57,PERSON,0df3221e6c881eeadb92a1afd0d87602d3efd4ce78686908057e271ccb3018b0,NER_PERSON
email_100.txt,1,EMAIL,d198b9629f87b87629cc963623945909a4c27a76405166c2e8cf68d0f1d638c1,EMAIL
email_100.txt,6,ADDRESS,cf745d73adc10f52af212e6a6d9325457b62a7f25e438363e94cefc49fcd9ebe,ADDRESS
email_100.txt,8,SSN_STRICT,d04a85c6320257f2cc83602dedf19ac7358ca636e6db68e4cf21e778d2f7c1d5,SSN_STRICT
email_100.txt,10,PERSON;PHONE;SSN,e0b62a5c45e30592a9a51391a53be91725097d612bd8037a47cb55df04e2527d,PHONE;SSN_LOOSE;NER_PERSON
email_100.txt,12,PERSON;SSN_STRICT,1e69c638aaa49c3dbc85fdf8be1b8f44312024fdb1294afd5debe0e35e0b4e01,SSN_STRICT;NER_PERSON;NER_PERSON
email_100.txt,14,ADDRESS;DOB;PERSON,130cbf14e775203568c53228eae72a03e04e8371a8255177cc85a1128b8d972d,DOB;ADDRESS;NER_PERSON
email_100.txt,16,PHONE;SSN,45768629b942350ecc7b095f93a4ca249e8b60316f5092249fad0c4053b332be,PHONE;SSN_LOOSE
email_100.txt,18,ADDRESS,9a7c067779dca5e5f18f2677bb2afb576f991b459af874b5f035203045aecdbd,ADDRESS
email_100.txt,22,DOB,53a5cd155b2feb885835ba63348b16250faefd9409ab4df0e61dc2dbf8ae5503,DOB
email_100.txt,24,DOB;EMAIL;PERSON,bd7d401b63c32556ee0c7bd9f4ef0d66e05e25f768014920c77176ad4d249ee1,EMAIL;DOB;NER_PERSON
email_100.txt,26,ADDRESS;EMAIL;PERSON,19a81d80906097a53bd9270c676d9f378e519ec3aefd3ddc50e294cc7cf4a06c,EMAIL;ADDRESS;NER_PERSON;NER_PERSON
email_100.txt,28,ADDRESS;PERSON;PHONE;SSN,c0bbf554755a26ccd4869be35b92781b8a7d372df3032a1294a262285dcccf92,PHONE;SSN_LOOSE;ADDRESS;NER_PERSON
email_100.txt,32,ADDRESS;EMAIL;PERSON;PHONE;SSN;SSN_STRICT,f62cd4d2b113b92e6805b1eb42d61abec41dbf317cad216ae155571d1befe316,EMAIL;PHONE;SSN_STRICT;SSN_LOOSE;ADDRESS;NER_PERSON
email_100.txt,34,EMAIL;PHONE;SSN,cfe36cd6c3ea42d5caa982b6d0bb8eb49e9131fedf8b2a0e72d8bf0444efdca2,EMAIL;PHONE;SSN_LOOSE
email_100.txt,36,DOB,38fdb90041e0a90713e777311338b9f7875a5d6bcd3d505f20460b659955f5ec,DOB
email_100.txt,38,PHONE;SSN,87980bdccca60e20d76ec3ee508b5db7867d44bc3bde538b85df6af4cd5ecab7,PHONE;SSN_LOOSE
email_100.txt,40,DOB;SSN_STRICT,344eb7fc138934fa2181e7b14a7bc5a3ac88abd2e4b5a90ec9224d6db6b0f263,SSN_STRICT;DOB
email_100.txt,42,ADDRESS;DOB;PERSON,958e93cdb8944a300a2636b741e513755387019c86b7d3db63424590f59d4c8c,DOB;ADDRESS;NER_PERSON
email_100.txt,44,ADDRESS;PHONE;SSN,60ccc182d46ea6e421c19d3851cba79e35f97a01177dc167d940a532ca53c0c2,PHONE;SSN_LOOSE;ADDRESS
email_100.txt,46,ADDRESS;EMAIL;PHONE;SSN;SSN_STRICT,3248a91d107d5b9283e02db5f08662a2f62d01ad7724b4b14de69f9f38f66e47,EMAIL;PHONE;SSN_STRICT;SSN_LOOSE;ADDRESS
email_100.txt,48,ADDRESS;PHONE;SSN,813f448915d424d0f945cf26e3b59fa008a2925b440a05208f161e8f8ff4c3e9,PHONE;SSN_LOOSE;ADDRESS
email_100.txt,50,DOB;EMAIL;PHONE;SSN;SSN_STRICT,df05781e9ce5d472c07c9186e3881c51379c29b26ff0d5ac966f8eb7f559c001,EMAIL;PHONE;SSN_STRICT;SSN_LOOSE;DOB
email_100.txt,52,PERSON;PHONE;SSN;SSN_STRICT,03d64210c1c75368be4f7825c71bf7c7dcb4ef049cf02e02181987edd1eec3d1,PHONE;SSN_STRICT;SSN_LOOSE;NER_PERSON
email_100.txt,54,ADDRESS,0bf171d68a5d65b881c81ba361b0fe1190c1e2cdad0e31fe21d4115fee225f0c,ADDRESS
email_100.txt,57,PERSON,99f896b04cf34f200457f410a2b7e6bdb3c4882faa22bdfbdb70c4bca65677b3,NER_PERSON
email_11.txt,5,DOB,c642c2ca52987693e58ce45dd02d1684f7518daadfeea4ef7be190c4849d03aa,DOB
email_11.txt,7,DOB;SSN_STRICT,c7566b235b3cddd91398a7b252c91db08ecb4c10cad2bd8e0d34582815ddde9f,SSN_STRICT;DOB
email_11.txt,9,DOB;PERSON,002aa8c96fb2df53127fe7f4d775db970b734d69354851f77a70b73b80a16a49,DOB;NER_PERSON
email_11.txt,11,ADDRESS;EMAIL;SSN_STRICT,4072d23cd3f3a2f8f672b0752b8c4a66683243b2685c59acbbc9f3bf94e3ce8c,EMAIL;SSN_STRICT;ADDRESS
email_11.txt,15,SSN_STRICT,4449df1a2423e40e2a22237ae854529781700ce91f0f741b89e7d5ad049d4a38,SSN_STRICT
email_11.txt,17,PERSON;SSN_STRICT,ffad16745ee815e1c9fbf569ed75820069d0a74fac24fad15c6cd1f1d969b8de,SSN_STRICT;NER_PERSON
email_11.txt,21,ADDRESS,ee01f199e1a06185053fdd63f7c849ef3108c2a36f73571e32bad2b80569b737,ADDRESS
email_11.txt,23,EMAIL,9d367b7a6538cb0518d8c1dcb41315ca51b297b2991ab124dfe34f386fbb7ee5,EMAIL
email_11.txt,25,ADDRESS;DOB;PHONE;SSN;SSN_STRICT,b767d77a9ae5ffdd0a4086a53bfc8ab105ebb8aa33b8101babf3f86baf332dfc,PHONE;SSN_STRICT;SSN_LOOSE;DOB;ADDRESS
email_11.txt,27,PERSON,8421426823d27f0a779ecf05e34dce4fada1e74c48ee2cbbc3aebd492f4470ca,NER_PERSON;NER_PERSON
email_11.txt,31,EMAIL,be7799eae139326ad7a2cbc32fe9d018191239da9ce50a33418b0cfcc286c9b0,EMAIL
email_11.txt,35,EMAIL;PHONE;SSN,25f545ec92c8c94d95ff1cc44580d011d58615d9dca7d4da8a8e200c89065bf7,EMAIL;PHONE;SSN_LOOSE
email_11.txt,37,DOB,8eba3fc270a0ac7d4e41c29359b3fdde5ca7d2931b73dfb0fe9f5ec9f1f7ca84,DOB
email_11.txt,39,ADDRESS;EMAIL;PHONE;SSN,9f56638e5155360479110f01ddd72459ce24a98b65e9a7098fb612f39d24a000,EMAIL;PHONE;SSN_LOOSE;ADDRESS
email_11.txt,41,ADDRESS;DOB;EMAIL;PERSON;SSN_STRICT,ef98d73fe313284ab119cbbbbe3abeaa8aa6b7187f20235402ca28f8d0ac4be5,EMAIL;SSN_STRICT;DOB;ADDRESS;NER_PERSON
email_11.txt,43,EMAIL,e1ffd81fd063cb1704b9ff101a16b45677a1546245930d5b9b2521f5ba56718b,EMAIL
email_11.txt,45,EMAIL;PHONE;SSN,5b30e962c22d7a94914e26f7a9ec9d7323e9b93ec8737b0dbc165e8b41ee6fa9,EMAIL;PHONE;SSN_LOOSE
email_11.txt,47,DOB,32c436859ba79b0e034f08663254ba70d3e454e143b65295864f45a64d4fd399,DOB
email_11.txt,49,DOB;EMAIL,a3f8acae5423857e5b2e17857d682a6649bb2e57e80f8c9c888f8792b6258852,EMAIL;DOB
email_11.txt,51,EMAIL;SSN_STRICT,2a3e3bed5513b8ec286d56b7c77f907394db6e5abdda74794f4945ae429f0d0b,EMAIL;SSN_STRICT
email_11.txt,53,DOB;SSN_STRICT,1bcafef81ab82f7958fe4ff6a8111390df9daca9ac3a927760d94fdbbb4b9ca3,SSN_STRICT;DOB
email_11.txt,56,PERSON,3f5abacc324f9a0d451563c3a87c94707d391b0e2d0a49228699e7eebe92f7ae,NER_PERSON
email_12.txt,1,EMAIL,faadd73fa13213de920287b2efb06224cd57e20b1159ae35ca2ece6387c7e77d,EMAIL
email_12.txt,4,PERSON,06d43cbff7c5e71fad14ac51f852b127bac983e4610fae4529a2552ec6aa6bf3,NER_PERSON
email_12.txt,6,EMAIL,f5e810a36bd40b9bb9b4b198b0cc43a4475c197a90e8e47820e1cd37506f04db,EMAIL
email_12.txt,8,EMAIL;SSN_STRICT,3944a615dcb2d534f91e35632bca3f74a8eeb9bd206daa56ebd329cbe32cef38,EMAIL;SSN_STRICT
email_12.txt,12,EMAIL;SSN_STRICT,f8c7f6d08517064e9aca22cd138f275884a7873786d24a00029040dadd1d46b0,EMAIL;SSN_STRICT
email_12.txt,14,DOB,8be4fe4b83dac98013fe3085ea63ec45c4336ac8cb89719e59693049feb64b03,DOB
email_12.txt,16,DOB;PHONE;SSN;SSN_STRICT,8d3462cebeedb865defa32c7b58457f76860b7a8d8069947462d4df0c6a30524,PHONE;SSN_STRICT;SSN_LOOSE;DOB
email_12.txt,18,DOB;PHONE;SSN,4727c4af7352a05fa5258d45ffe94eb7c89d3d5b3e366e295063ae6af8c1020f,PHONE;SSN_LOOSE;DOB
email_12.txt,20,EMAIL;PERSON;SSN_STRICT,f52360357a62b6a43d3126c88959b53ee55656e5f434601fac45b53f62e26b8e,EMAIL;SSN_STRICT;NER_PERSON
email_12.txt,22,EMAIL;SSN_STRICT,887d3c83e52670dc228a8d63d1413757ae0289a3ea8bacfdf75e9fd1c40b2b36,EMAIL;SSN_STRICT
email_12.txt,24,PERSON,7ff07045d68a81f9f1f0a6f87f680e8e4e6e7dc75bab05b1c250c3bd7ce9d57b,NER_PERSON
email_12.txt,26,PERSON,a226044eba969b224486cd1eaf4a76a95c918284eb2c025f678e8afa605ba5a5,NER_PERSON
email_12.txt,28,PHONE;SSN;SSN_STRICT,c4ae9c9d7f3aff54740f81a688fdd7f1b1528b67e61b0c1804e8ef34bac9fd73,PHONE;SSN_STRICT;SSN_LOOSE
email_12.txt,30,SSN_STRICT,2126f14a0077db188d6702f170886126e795a369235445023438a6fe003ec30d,SSN_STRICT
email_12.txt,32,SSN_STRICT,705da1db7543df4ae3eba8b9cff589760f006b6de7a53a514cdb8cdb9df828d1,SSN_STRICT
email_12.txt,34,ADDRESS;EMAIL;SSN_STRICT,c1dbb6ca1724b36fecebf2483d4a933ebb16face34fb3aa07836395f66090561,EMAIL;SSN_STRICT;ADDRESS
email_12.txt,38,EMAIL;PERSON,6ac497e7a65d12516aa088263f3fcaa867663d9c8b280e7bbc336a5fa51ed48c,EMAIL;NER_PERSON
email_12.txt,42,PERSON;SSN_STRICT,9c4df228b44ebb3bbbf5be7c65625d259a9fdf9108ae1269b7628230f6f62458,SSN_STRICT;NER_PERSON
email_12.txt,44,DOB,3be4a5feacc7306fd8aa626bcb866088c831ac667c93d08fdabd363f81c9cb84,DOB
email_12.txt,48,PERSON,6c79b9c94758a61e2742e3ba6982694e029fe9ebc1356c078eaa74d33a1f3e47,NER_PERSON
email_12.txt,50,ADDRESS;EMAIL;PHONE;SSN;SSN_STRICT,c2f8a6ab189df08ec0cbfc0884c1af7f7894d7aed8f6e96cff0f626c415ce650,EMAIL;PHONE;SSN_STRICT;SSN_LOOSE;ADDRESS
email_12.txt,52,PHONE;SSN,0f8bb20c5f1eebeec3abc47bae6ed35ac46668f794c79558a96c8b2eae28f030,PHONE;SSN_LOOSE
email_12.txt,54,SSN_STRICT,59d40e04818dfdf65e7c369fa5ff33a6b61297e131137c95ba1de66d41ad926a,SSN_STRICT
email_12.txt,57,PERSON,6123b92f8279642a449570ff51b930aced2e58f32ac0897d625c2bb284c99cb3,NER_PERSON
email_13.txt,3,PERSON,ddf9aab9c228c95006682c65fe4b8623a575c24e8a51be230f3393f63870bb45,NER_PERSON
email_13.txt,5,DOB;PERSON,416367f8de27f81c31edfcd7bfa911574488d29dcbfd34bb7636e6d768883333,DOB;NER_PERSON
email_13.txt,7,ADDRESS;PHONE;SSN,cdf3543736662182a8ce33402aa5038a9d44f547fd6173c7665bc0c2edf8ed44,PHONE;SSN_LOOSE;ADDRESS
email_13.txt,13,EMAIL;PHONE;SSN,7e1185fc9729e95ccc04976affad97079d47b2db37506068fcd05a936f80c0e2,EMAIL;PHONE;SSN_LOOSE
email_13.txt,15,DOB,dfe6985e2d9f7f74a5c24e71d7fbd57af8f34a9f4174ffd83731d41d4cfc6351,DOB
email_13.txt,17,SSN_STRICT,3170135580a05e346dfd4b81390052d33fcfc6f713a3342ea899cb0dd3716d79,SSN_STRICT
email_13.txt,19,ADDRESS;DOB;EMAIL;SSN_STRICT,511d4fba2dbcb0b76401f39ab4d890331d1d4c02b805e44787a66b9d1b3f99ab,EMAIL;SSN_STRICT;DOB;ADDRESS
email_13.txt,21,DOB;PHONE;SSN,dfd2bb3efe29531a3eb0da50048575ada5cb8430a8a2adf5a273c21ef40a5668,PHONE;SSN_LOOSE;DOB
email_13.txt,23,DOB;EMAIL;PERSON,2e3385d23304538a3c3c283ae896c46ca4020b445c135435c155b0fe277f0fa9,EMAIL;DOB;NER_PERSON
email_13.txt,25,DOB,f17a0c965d04cb3240fac370412bc8dce6aa44a88dea31e09c111b45ace5eaaf,DOB
email_13.txt,27,PERSON;PHONE;SSN;SSN_STRICT,1b916b901765684a66e049d7fd5d434c8a3003525ee83bf5828f470e60ce4dc4,PHONE;SSN_STRICT;SSN_LOOSE;NER_PERSON
email_13.txt,31,PERSON;PHONE;SSN;SSN_STRICT,cbd893038322a384007fe2885d5430a21f791d6d32a1a57220967ba9ea25b12d,PHONE;SSN_STRICT;SSN_LOOSE;NER_PERSON
email_13.txt,33,ADDRESS;SSN_STRICT,e7837cdf7c8b52103298115433ea9a4ec7cfb5e314b2463494c853cf973d8754,SSN_STRICT;ADDRESS
email_13.txt,35,PERSON,7d4806df58806c6826a777b7a5df42bc3b6289f7a741fa530b359587293468a5,NER_PERSON;NER_PERSON
email_13.txt,37,DOB;EMAIL;PHONE;SSN;SSN_STRICT,0f70e125ca7818139cf0267183f0855adf29da6aa874d483b004951ab07c7367,EMAIL;PHONE;SSN_STRICT;SSN_LOOSE;DOB
email_13.txt,39,EMAIL;PERSON;SSN_STRICT,7bc8098e0b36cf36eb075c83857753161a64a4589c8e8276075e577f9fb3e93e,EMAIL;SSN_STRICT;NER_PERSON
email_13.txt,43,EMAIL,206fe3ad3838de520051bf4ff740baf842cdc3fa883d889b0a0cd1f46c6a2132,EMAIL
email_13.txt,45,PERSON;PHONE;SSN,868fc24fc6e02767c86018f2a8a8c2a14cfc343557c55397b41dce84ea9011fe,PHONE;SSN_LOOSE;NER_PERSON
email_13.txt,49,EMAIL,f4ba6d763c8abccc092429f2bd324a7731ef025035d5d6468e50e043dcb2f6a6,EMAIL
email_13.txt,51,DOB,90c8f108fc166a22f0a4de41ffedcd07381da40ada9110cac9d0cd988b03ecfb,DOB
email_13.txt,56,PERSON,313a314ee7eeaa38994be6cdcabcb13b1614b0d44309185e25fb151082e9fc2e,NER_PERSON
email_14.txt,1,EMAIL,dbcacecdfa590b855df6164cd947310c6c5ea4fe00904d54d95e3b39a84d2099,EMAIL
email_14.txt,6,EMAIL,9d36e103f8c218ce7710dc52d75738e5ffa31832e5bb65c123fe2b1ec66fee73,EMAIL
email_14.txt,8,PHONE;SSN;SSN_STRICT,a923c3e981501f0375a8db76a364a7b2fd1eeb7bc41858f6fb41b46dc59a600a,PHONE;SSN_STRICT;SSN_LOOSE
email_14.txt,10,ADDRESS,40344af821025e0287b61f78f6ed4aed7cac991ea6a03739d0abb4bb0cc27bbb,ADDRESS
email_14.txt,12,DOB;PERSON;PHONE;SSN;SSN_STRICT,ca305dad2f24b63384bb9bb27df8bf1a5afb90ff9f4f644db695027b55dd2243,PHONE;SSN_STRICT;SSN_LOOSE;DOB;NER_PERSON
email_14.txt,14,EMAIL;PERSON,0522cf290a14b451c560cf868071f5631fb58963eb68c31c9a771c042215a457,EMAIL;NER_PERSON
email_14.txt,16,ADDRESS;PERSON;PHONE;SSN,687b7766a6fb16b461e9b956e6672710cbeeabdbee50691439eb0703e7e4b7cf,PHONE;SSN_LOOSE;ADDRESS;NER_PERSON
email_14.txt,18,EMAIL;PHONE;SSN,bc537a272875ee0e1c9db6e9e80b2d4f5705d8b17e79a098ad756063a01e63e7,EMAIL;PHONE;SSN_LOOSE
email_14.txt,20,DOB,3ea361534bff1e29938607d10bbd0d723cc0b9dd436c14e1d2ea9cedbf7eea64,DOB
email_14.txt,22,PERSON;PHONE;SSN;SSN_STRICT,f3553536e2aa88cef68af92e4ca26af24e43f5766ffb8315a878d2c638a36772,PHONE;SSN_STRICT;SSN_LOOSE;NER_PERSON;NER_PERSON
email_14.txt,24,SSN_STRICT,68f8f4ec6158f36dba2a1d0c9fd5d1692b45164aaa6594afa9487439ca544cdd,SSN_STRICT
email_14.txt,26,DOB,1c3da5cfdfb305db6f469edd2d7bc0eba3b5a17ab94c70c5b1cda26933051531,DOB
email_14.txt,28,DOB,802fdff97e60b6e02508b372817fb88371dd77a8d6adf76ac1ab973aca243d6c,DOB
email_14.txt,30,ADDRESS;PERSON;PHONE;SSN,2ed02962365ee0cc2bbc52a41c07c1b36f1b879ef804d271b3ce10423720e6e3,PHONE;SSN_LOOSE;ADDRESS;NER_PERSON
email_14.txt,34,SSN_STRICT,91967b1c9fb81122062402769a951037932dc262c71b24c0305648dfa7c88485,SSN_STRICT
email_14.txt,38,EMAIL,9e1d9fd33182f6e1cb01fd6445d98dec328cf3d339abe1ee478e847f5182192b,EMAIL
email_14.txt,42,DOB;PERSON;PHONE;SSN,455d367a7b4b26ab85800fc7fac48543f6210ad806322c56bc3e0a265c2a1df0,PHONE;SSN_LOOSE;DOB;NER_PERSON
email_14.txt,44,DOB;PHONE;SSN,ce0fd0bf0b91e2abbb166e25464375d83adf501e7a1b1fb1e1da5bcd9f0fe290,PHONE;SSN_LOOSE;DOB
email_14.txt,48,PERSON,73625e5a5f566f1de8000f519df1ad30610e925c228587321a4b9f0b63db8238,NER_PERSON;NER_PERSON
email_14.txt,50,ADDRESS;DOB;PHONE;SSN,93e2d14d42f3f803695dd4792ef0cdc6e42cb827106e2cae066eca3c87b791cd,PHONE;SSN_LOOSE;DOB;ADDRESS
email_14.txt,52,EMAIL;PERSON,a3767252d34c11dd4beb7ed44a7f034d4d920cf32733b094055bd5c4b0179e43,EMAIL;NER_PERSON
email_14.txt,54,ADDRESS,8f213c7516154c5a54deb65ed5a2bac3454b8997bd194ae00d6c6ff24a9160fb,ADDRESS
email_14.txt,57,PERSON,9c83cba151945368dadb892bf19f875dec68208064fa5591e516fc4dc189259c,NER_PERSON
email_15.txt,3,PERSON,13f7a9077f78193af272ff4f858e3fc4e5516e249b3d5799076c38e2d006eeab,NER_PERSON
email_15.txt,5,EMAIL,7b648dd7f192bb70ed8b3beaefbe0ed10ecf7ee2ae8f0a0934c7105e2150338d,EMAIL
email_15.txt,7,EMAIL,b597fdd60991f0feae8cf92cd7d01ece3c634f0f7461d18df1253017cf25cc88,EMAIL
email_15.txt,9,ADDRESS,550cd9fc7240239c9a1a99dc7653999d396e1a9c12ce732bb278848ffac97150,ADDRESS
email_15.txt,11,DOB;PERSON,b19f6c1b3bbc517e69ae77e9ccc974b655d96934efa7c52b773038c1881c45a1,DOB;NER_PERSON;NER_PERSON
email_15.txt,13,EMAIL;PHONE;SSN,baa05bfa32fe9024a12089b0afd4e439f6438cf5992921acce18bb6b3eb0ff02,EMAIL;PHONE;SSN_LOOSE
email_15.txt,15,ADDRESS;DOB,845053786ac6e2143efd0277802ef712163c0d6beed66b9afe2375114ff02e1c,DOB;ADDRESS
email_15.txt,19,PERSON;SSN_STRICT,8b7860532df5b0e7f15933fce0bc717cee1d7c098975380fc92acd04215005bf,SSN_STRICT;NER_PERSON
email_15.txt,23,PERSON,fe1e9c4acb80908b48bd8aa46fd34af0a1086508cbe691fbe3c80184349d9a88,NER_PERSON
email_15.txt,25,DOB;EMAIL;SSN_STRICT,ada4ae90d260a70119da6b23ac84b7417add478675fa4957f0c0b768f84228aa,EMAIL;SSN_STRICT;DOB
email_15.txt,31,PHONE;SSN;SSN_STRICT,4977b4aaa5ae9eb1b9359528355cac9e35ebd24c5c9a6c5e55e490953544f5ba,PHONE;SSN_STRICT;SSN_LOOSE
email_15.txt,33,EMAIL;PERSON,41ac0f1b6725573912e345aee44e2d9488e1fe2c9a3ae40e470e0d256897314b,EMAIL;NER_PERSON
